Feature ID	Taxon	Confidence
559bf635f24707ffc885147d49bfafb2	D_0__Bacteria;D_1__Nitrospirae;D_2__Nitrospira;D_3__Nitrospirales;D_4__Nitrospiraceae;D_5__Nitrospira;D_6__uncultured Cytophaga sp.	0.7237979799987349
875a48939559f454a942cd94ff3beb8e	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__UBA10353 marine group;D_4__uncultured proteobacterium;D_5__uncultured proteobacterium;D_6__uncultured proteobacterium	0.9592166231829646
c9f8b34a9726873a7e0e83e7ae986f76	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.9999999999968956
71b04b6a92b6ed8f49bc2801f44e48a7	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Methyloligellaceae;D_5__uncultured	0.9945226685128901
c39132ee90503ac5a1539bb1beed2d62	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodovibrionales;D_4__Kiloniellaceae;D_5__uncultured	0.9999761663811465
1fe03eb96ff38806be0521073423de38	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Methyloligellaceae;D_5__uncultured	0.9925433490851856
849a26aa7c994f57a31adb7f140ff289	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__Magnetospiraceae;D_5__uncultured;D_6__uncultured organism	0.9853586108798855
4f14ff0b03b29cdf8a33c15302276e45	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Thiohalorhabdales;D_4__Thiohalorhabdaceae;D_5__uncultured;D_6__uncultured sediment bacterium	0.8655880740152178
9230a5b0940540f887f0d64b7ed43aaf	D_0__Bacteria;D_1__Dadabacteria;D_2__Dadabacteriia;D_3__Dadabacteriales;D_4__uncultured archaeon;D_5__uncultured archaeon;D_6__uncultured archaeon	0.994636828404548
03ff409687c3813261924a6f629fff78	D_0__Bacteria;D_1__Nitrospirae;D_2__Nitrospira;D_3__Nitrospirales;D_4__Nitrospiraceae;D_5__Nitrospira	0.9999999999999625
b0c32f47b06e0de7451edfda8cf34697	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Thiohalorhabdales;D_4__Thiohalorhabdaceae;D_5__uncultured;D_6__uncultured sediment bacterium	0.8318887758183147
e8bf41202b8fff247846a5d8505c99f7	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__BD7-8	0.8957580418906046
6824c39f44462c75249e3858a0010da6	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__UBA10353 marine group;D_4__uncultured proteobacterium;D_5__uncultured proteobacterium;D_6__uncultured proteobacterium	0.9354967688494976
01bb426b009e8b088cdde396c45a4135	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.9999999999970389
21e7d74e7d1cc0c381fbf1d70ae8764e	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Hyphomicrobiaceae;D_5__uncultured;D_6__uncultured bacterium	0.9615789544273192
aab3894aa652ce8139050b22ddad2f45	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Hyphomicrobiaceae;D_5__uncultured;D_6__uncultured bacterium	0.9750551994874178
88b058826f579910cca514c3f5e4c97e	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Hyphomicrobiaceae;D_5__uncultured;D_6__uncultured bacterium	0.9728836454022121
db6c106196005ec19951aef1ec25b289	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Kordiimonadales;D_4__uncultured;D_5__bacterium endosymbiont of Osedax mucofloris;D_6__bacterium endosymbiont of Osedax mucofloris	0.9999999846359772
9c2cd49e44a03201d240094ae609908d	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Thiohalorhabdales;D_4__Thiohalorhabdaceae;D_5__uncultured;D_6__uncultured sediment bacterium	0.840920832857296
6ec88c146cd3ef3d8442de2db95862cf	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Cyclobacteriaceae;D_5__uncultured;D_6__uncultured Bacteroidetes bacterium	0.854543937718945
b63663f9b6b0bc9df21c252dc74cb438	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__BD7-8	0.9643608352777153
8057363bb31f928510449139e82d07a2	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Methyloligellaceae;D_5__uncultured	0.992916232411857
b4be0fee9ac43989bb7277a4c07ced83	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Thiohalorhabdales;D_4__Thiohalorhabdaceae;D_5__uncultured;D_6__uncultured sediment bacterium	0.8744370364872971
0072994f58b92a500da5fab4a6717495	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodovibrionales;D_4__Kiloniellaceae;D_5__uncultured;D_6__uncultured organism	0.9988281023642408
3ff1bcb7e80888612810c7e20dada62d	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodovibrionales;D_4__Kiloniellaceae;D_5__uncultured;D_6__uncultured organism	0.9994045236723521
2f494f2826a6a941be9d34a998b3d208	D_0__Bacteria;D_1__Dadabacteria;D_2__Dadabacteriia;D_3__Dadabacteriales;D_4__uncultured archaeon;D_5__uncultured archaeon;D_6__uncultured archaeon	0.996593578653378
65730e6c0a7fdc28caeb4cd9e1821414	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__Magnetospiraceae;D_5__uncultured;D_6__uncultured organism	0.9584091503960173
cf4aa9a5f5b2f809449fa309543cbef4	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.9999999999681304
f55ae9d1284c65fcda2675fdd52d317a	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Steroidobacterales;D_4__Woeseiaceae;D_5__Woeseia	0.924862993854403
766abb4a68155a67d0b5862b8a4a71b2	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__UBA10353 marine group;D_4__uncultured proteobacterium;D_5__uncultured proteobacterium;D_6__uncultured proteobacterium	0.956237203772578
9f548ab43dabc1abb7c0c1fda5a1a2e9	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__Candidatus Nitrosopumilus	0.9998231279718621
550b548bf4d602fcaa838e25d4055424	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__Magnetospiraceae;D_5__uncultured;D_6__uncultured organism	0.9715813430829751
bb995f7cbdc70648bc4f6854feaa0c48	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Spongiibacteraceae;D_5__BD1-7 clade	0.7092455086285225
fc5d235c2dac1029652995a6b76d16c7	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__SAR324 clade(Marine group B);D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.8295246536668891
fbcd1ea7be9c0a1fa323454a82596caa	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__Candidatus Nitrosopumilus	0.9945110602848055
1e8585dc8e7cf61b52a6aee4e664134f	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	0.9999999805733832
d343830f469fd508cdbe6cab3ca90b6c	D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 17;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9967443512224858
3f099930be1d2978b7635f5adc90e9b0	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodovibrionales;D_4__Kiloniellaceae;D_5__uncultured;D_6__uncultured organism	0.9995973989314605
7b31908f5a6f11911e830947419fe89b	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodovibrionales;D_4__Kiloniellaceae;D_5__uncultured;D_6__uncultured Rhodospirillaceae bacterium	0.9761711858266354
ed79e1e6f412ac358198424b6e3530dc	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodovibrionales;D_4__Kiloniellaceae;D_5__uncultured	0.9999919941113276
71f61acec1b33722aa61a7c127a1fa3d	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	0.9999982596006662
dee61969c7973780738420910818f2af	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodovibrionales;D_4__Kiloniellaceae;D_5__uncultured;D_6__uncultured bacterium	0.8656589760155943
8095500bb72c766c6a097b2f08965f48	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	0.999999999271302
7b842d36c4d30155b097ba77a079c2d1	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Spongiibacteraceae	0.9993515383779507
c0f7b5dffe9d1d45237acf9621b9ff7e	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Cyclobacteriaceae;D_5__uncultured;D_6__uncultured Bacteroidetes bacterium	0.8486814846524513
4b5a16906648b8b6453560dee696219b	D_0__Bacteria;D_1__Dadabacteria;D_2__Dadabacteriia;D_3__Dadabacteriales;D_4__uncultured organism;D_5__uncultured organism;D_6__uncultured organism	0.9860936393477518
b657222c319d87c5ebb19b228cd2d602	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Tistrellales;D_4__Geminicoccaceae;D_5__uncultured	0.9991391751409414
d6f707413b8788da4617164be5dba704	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodovibrionales;D_4__Kiloniellaceae;D_5__uncultured;D_6__uncultured Rhodospirillaceae bacterium	0.9915696992171972
1a8b4d7bb2e3c6000692ad642a30f822	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Nitrosococcales;D_4__Nitrosococcaceae;D_5__AqS1;D_6__uncultured deep-sea bacterium	0.9933782674959697
f697bfbdba885ba4e304a114e544e54f	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodovibrionales;D_4__Kiloniellaceae;D_5__uncultured;D_6__uncultured organism	0.9953969018262566
3fa7f01f58b4e219f1f9f91542b0bfe9	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.9999999999998135
cd2c58c60e048b47999a1b99f71d130d	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Nitrosococcales;D_4__Nitrosococcaceae;D_5__AqS1;D_6__uncultured deep-sea bacterium	0.9859982032875662
34b361fee599ef9d66aa4f87ab2e2f6f	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.9999999999835328
c7c446b702f013a234ebd0e94aea9e7d	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Methyloligellaceae;D_5__uncultured;D_6__uncultured bacterium	0.7131177426586108
1c67b753d22bf38530bca398da597115	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__pItb-vmat-80;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.7323124497528833
e9f23f21628bc86cc40b5c66afd7b350	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Methyloligellaceae;D_5__uncultured	0.9524573030846731
afb35c2c4974a37e5623eed9ae2f81c7	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae	0.9999999999996367
11147786e587dfc87c453019a4a32912	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__BD7-8	0.8985342912804274
efe83f935f582364f2f9e5bcc00348f2	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__Candidatus Nitrosopumilus;D_6__marine sediment metagenome	0.8792999108830806
5954d6cb29b92b49a2f2a6869c18d7c2	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae	0.999999999999392
75d9aae26381a20d44e755f4134c4a3e	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodovibrionales;D_4__Kiloniellaceae;D_5__uncultured;D_6__uncultured bacterium	0.9266766562476121
8f955efd11bd4a98c379236c76d6abde	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Spongiibacteraceae	0.9995308238829257
0bb386cb846aba4cd79fff50c77a3018	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Methyloligellaceae;D_5__uncultured	0.9759163146073057
064b65c4bdac714cb022424276ee269c	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae	0.999999960280114
0f2c389188405efc4e0a763ab814ff28	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Steroidobacterales;D_4__Woeseiaceae;D_5__Woeseia;D_6__uncultured deep-sea bacterium	0.7341983083854685
7f2a1f8c62b149e1e4fbecf00715f1d2	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodovibrionales;D_4__Kiloniellaceae;D_5__uncultured;D_6__uncultured Rhodospirillaceae bacterium	0.9929574765584122
eb4cb0b1dbd34cdfb19676138560ae08	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__uncultured;D_6__uncultured Planctomycetaceae bacterium	0.7330393717640051
fc552f99023820f7f928928c11954f7d	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Steroidobacterales;D_4__Woeseiaceae;D_5__Woeseia	0.9908192364926849
b6c0e166dbc409b025f76674df92d87e	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__Candidatus Nitrosopumilus	0.9973953272920069
46aebd3b786b8ba1a4801aeff56ea303	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__uncultured;D_6__uncultured Planctomycetaceae bacterium	0.7017781275175212
b569b8d2ad922c19cc9ea207ab97fcf7	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Tistrellales;D_4__Geminicoccaceae;D_5__uncultured	0.9988303703555774
6af70e28ff01d0e5e9156f295279b3aa	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__MBMPE27	0.999930388862666
07f67b5c54ccda96c33defe985fe1b7c	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Steroidobacterales;D_4__Woeseiaceae;D_5__Woeseia	0.9912745792282436
80c6086aae668de4baae4b0b940a9912	D_0__Bacteria;D_1__Calditrichaeota;D_2__Calditrichia;D_3__Calditrichales;D_4__Calditrichaceae;D_5__JdFR-76;D_6__marine sediment metagenome	0.8162465357663186
4d8e07c0d2dcc9ff8110e3a227e151ab	D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 17;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.9962742876761478
f3206e661bf4564b7b7d844690dbea6a	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__Candidatus Nitrosopumilus	0.9999627410430392
b5030be94878486fd298ec174515c4d1	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Steroidobacterales;D_4__Woeseiaceae;D_5__Woeseia;D_6__uncultured deep-sea bacterium	0.8802196366108648
28a75e8e092bf124815a13f173c689ad	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Arenicellales;D_4__Arenicellaceae;D_5__uncultured;D_6__uncultured deep-sea bacterium	0.9575248088835105
f23a1c180055ad6f3a3762c0119b6958	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__Candidatus Nitrosopumilus	0.9999464265660221
9b89021b0223256877bb959cc6831d27	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__Candidatus Nitrosopumilus	0.9997297378781216
93c1b4bb85d0ba9512f91dbf85abb41c	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Methyloligellaceae;D_5__uncultured;D_6__uncultured bacterium	0.7871311165470479
903b591726a8acbd7060eff0a6736551	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__MBAE14	0.9999992173854921
b06ea2f5ef13e3d979b8c585c709ff24	D_0__Bacteria;D_1__Dadabacteria;D_2__Dadabacteriia;D_3__Dadabacteriales;D_4__uncultured archaeon;D_5__uncultured archaeon;D_6__uncultured archaeon	0.9986189397294738
44fcd1c2223195073585f94b71fd55db	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__Magnetospiraceae;D_5__uncultured;D_6__uncultured organism	0.7666973738485663
bc642721f6fb4ee948ac3c3b47fc29ce	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Steroidobacterales;D_4__Woeseiaceae;D_5__Woeseia;D_6__uncultured deep-sea bacterium	0.7770248959880022
457f40acc1205432e027c9b24260d12b	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__uncultured Nitrosopumilales archaeon;D_6__uncultured Nitrosopumilales archaeon	0.71112039257649
90a36f789214fe8cbfd1bf386ad42980	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae	0.9999999999989929
985ca9125a2be0c95e47daa29cfe2af9	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__uncultured	0.9985105041252119
ac3974e51a8178af7a242117225ef425	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__MBMPE27;D_4__uncultured gamma proteobacterium;D_5__uncultured gamma proteobacterium;D_6__uncultured gamma proteobacterium	0.8151452812242902
ac5e4cefdd7de6c590d6a3c76f8e3889	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Steroidobacterales;D_4__Woeseiaceae;D_5__Woeseia	0.9735479289442751
de38e4dd49f32de54b03b02e8e8ec729	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Steroidobacterales;D_4__Woeseiaceae;D_5__Woeseia	0.9787689107433556
5b7c0797174e7fb47c967dda8a1d9176	D_0__Bacteria;D_1__Nitrospirae;D_2__Nitrospira;D_3__Nitrospirales;D_4__Nitrospiraceae;D_5__Nitrospira;D_6__uncultured organism	0.7053312348065913
7baf170346491b26dd50628253961f8c	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae	0.9915204791567904
cd6213ac7d1f6a809346933927373c32	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Hyphomicrobiaceae;D_5__uncultured;D_6__uncultured bacterium	0.9915080491328941
21da83a631579471ce2b9146706540b6	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__MBAE14	0.9999991502145804
c0175a120a15286ea86c78d702925f85	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__UBA10353 marine group;D_4__uncultured proteobacterium;D_5__uncultured proteobacterium;D_6__uncultured proteobacterium	0.9564478321401405
7c4f7ff34f1e49e83afc02447f122064	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__BD7-8	0.9566563897843173
a2701fe56e47d8c21738b05c468cfc17	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__SAR324 clade(Marine group B);D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.8152044551002772
31f6872e712bc636bdb70c3c863c9af9	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__uncultured sediment archaeon;D_6__uncultured sediment archaeon	0.9806832684076879
8072c7975a2e2dcf25f7fda811d553be	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Spongiibacteraceae	0.9991521649008838
260fa1b34782610caa23b864c6f050e7	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodovibrionales;D_4__Kiloniellaceae;D_5__uncultured;D_6__uncultured bacterium	0.7606996721766722
63bef1d8994f4c71b47dfe465cd8d8e8	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__Candidatus Nitrosopumilus	0.9997659232055924
6a53963a05c73fde39cf525e62bdd657	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Thalassobaculales;D_4__uncultured	0.9999999687632939
eee959ebc428499f526a1c5eea8431e4	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	0.9999999880142102
486b84070a582726e4d0f84e222e65bd	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__SAR324 clade(Marine group B)	0.9999983077869443
579d45c7916e556be15dee193e2c4495	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Methyloligellaceae;D_5__uncultured	0.9019571023442511
b4032dc407e7d228aa934c8974702b80	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Kordiimonadales;D_4__uncultured;D_5__bacterium endosymbiont of Osedax mucofloris;D_6__bacterium endosymbiont of Osedax mucofloris	0.9999999571557234
ced871380ed117421a925ebb25e3a870	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__uncultured Cenarchaeum sp.;D_6__uncultured Cenarchaeum sp.	0.9991545252732895
19eaca59ae4b53fe101cc956cee3eccd	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	0.9999980965154415
85bfa1eefa23da67386dd69e5eab2208	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.9999999999999445
51820b6c3554658118fb69cf1e1719c1	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.9999999999533984
0f901c1b80d3c146598c9661fe677dfe	D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria;D_3__Nitrosopumilales;D_4__Nitrosopumilaceae;D_5__Candidatus Nitrosopumilus	0.9999705076151103
fc26d1d255c554d3fb3875031553168e	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Steroidobacterales;D_4__Woeseiaceae;D_5__Woeseia	0.7577102658859812
10a5c29372bcba550e85112988f71d22	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Nitrosomonadaceae;D_5__Nitrosomonas;D_6__uncultured bacterium W4-87b	0.7789409080783493
79679810a740183cd17874de773db731	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.9999999999981399
928818b74052f94ad597d387220ed7af	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Thiohalorhabdales;D_4__Thiohalorhabdaceae;D_5__uncultured	0.7199979349654371
7ebd05d911f44eda85017cb0504ab31d	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__BD7-8;D_4__uncultured gamma proteobacterium;D_5__uncultured gamma proteobacterium;D_6__uncultured gamma proteobacterium	0.7116451278695449
02663b1cbede1190644163b18266bf10	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__SAR324 clade(Marine group B);D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.8227834987548903
